Description,Qty,Total Amount,all_nan,Branch,Division,Group
Total by Group: BLACK COFFEE,9141.0,"1,705,372.37",False,Stories Mansourieh,HOT BAR SECTION,BLACK COFFEE
LATTE SMALL,1894.0,"375,513.52",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
LATTE MEDIUM,1936.0,"446,534.53",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CAPPUCCINO SMALL,1029.0,"205,462.46",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CAPPUCCINO MEDIUM,912.0,"211,267.27",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MOCHA SMALL,292.0,"64,360.36",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MOCHA MEDIUM,593.0,"157,384.39",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
WHITE MOCHA SMALL,699.0,"116,000.00",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
WHITE MOCHA MEDIUM,580.0,"155,678.68",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CARAMEL MACHIATO SMALL,234.0,"53,801.80",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CARAMEL MACHIATO MEDIUM,314.0,"84,978.98",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SIGNATURE HOT CHOCOLATE SMALL,443.0,"99,243.24",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SIGNATURE HOT CHOCOLATE MEDIUM,515.0,"137,906.91",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
STEAMED MILK SMALL,20.0,"2,246.25",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
STEAMED MILK MEDIUM,21.0,"3,531.53",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
LATTE LARGE,379.0,"102,831.83",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MOCHA  LARGE,48.0,"14,276.28",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CAPPUCCINO LARGE,133.0,"36,039.04",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
STEAMED MILK LARGE,5.0,990.99,False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
WHITE MOCHA LARGE,164.0,"49,255.26",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CARAMEL MACCHIATO LARGE,87.0,"27,045.05",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MATCHA LATTE SMALL,123.0,"22,732.73",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MATCHA LATTE MEDIUM,173.0,"39,987.99",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
MATCHA LATTE LARGE,41.0,"11,105.11",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
FLAT WHITE,522.0,"98,189.19",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
HOT DOUBLE SHOT SMALL,111.0,"14,954.95",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
HOT DOUBLE SHOT MEDIUM,62.0,"16,681.68",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
HOT DOUBLE SHOT LARGE,10.0,"3,342.34",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
TOFFEE NUT LATTE MEDIUM,80.0,"21,891.89",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
TOFFEE NUT LATTE SMALL,61.0,"14,606.61",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CLASSIC HOT CHOC SMALL,98.0,"22,390.39",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CLASSIC HOT CHOC MEDIUM,115.0,"30,525.53",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
HOT DOUBLE SHOT TOFFEE NUT SMALL,7.0,"1,639.64",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,4.0,"1,177.18",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
CLASSIC HOT CHOC LARGE,4.0,"1,207.21",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SPANISH LATTE SMALL,440.0,"78,063.06",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SPANISH LATTE MEDIUM,389.0,"116,372.37",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SALTED CARAMEL LATTE SMALL,107.0,"25,057.06",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SALTED CARAMEL LATTE MEDIUM,136.0,"37,480.48",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SALTED CARAMEL LATTE LARGE,34.0,"11,654.65",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
SIGNATURE HOT CHOCOLATE LARGE,68.0,"20,582.58",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
TOFFEE NUT LATTE LARGE,11.0,"3,765.77",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
Total by Group: MIXED HOT BEVERAGE,12894.0,"2,937,756.76",False,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE
ENGLISH BREAKFAST TEA MEDIUM,213.0,"32,396.40",False,Stories Mansourieh,HOT BAR SECTION,TEA
EARL GREY LAVENDER TEA MEDIUM,121.0,"20,366.37",False,Stories Mansourieh,HOT BAR SECTION,TEA
ORGANIC GREEN TEA MEDIUM,303.0,"50,450.45",False,Stories Mansourieh,HOT BAR SECTION,TEA
SOUTHERN MINT HERBAL TEA MEDIUM,171.0,"28,252.25",False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD ENGLISH BREAKFAST TEA BAG,3.0,126.13,False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD EARL GREY LAVENDER  BAG,2.0,84.08,False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD GREEN TEA BAG,2.0,108.11,False,Stories Mansourieh,HOT BAR SECTION,TEA
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,246.0,"41,219.22",False,Stories Mansourieh,HOT BAR SECTION,TEA
SWEET GINGER PEACH BLACK TEA MEDIUM,53.0,"8,744.74",False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,1.0,42.04,False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD SWEET GINGER PEACH BLACK  TEA BAG,1.0,42.04,False,Stories Mansourieh,HOT BAR SECTION,TEA
BOMBAY CHAI BLACK TEA MEDIUM,59.0,"9,417.42",False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD BOMBAY CHAI TEA BAG,1.0,42.04,False,Stories Mansourieh,HOT BAR SECTION,TEA
MEDITERRANEAN CARAMEL TEA MEDIUM,63.0,"10,594.59",False,Stories Mansourieh,HOT BAR SECTION,TEA
LEMONGRASS&ORANGE TEA MEDIUM,94.0,"12,612.61",False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD MEDITERRANEAN CARAMEL TEA BAG,2.0,84.08,False,Stories Mansourieh,HOT BAR SECTION,TEA
ADD LEMONGRASS&ORANGE TEA BAG,1.0,42.04,False,Stories Mansourieh,HOT BAR SECTION,TEA
Total by Group: TEA,1336.0,"214,624.62",False,Stories Mansourieh,HOT BAR SECTION,TEA
YIRGACHEFFE BEANS 250G,42.0,"25,225.23",False,Stories Mansourieh,HOT BAR SECTION,BEANS
HOUSE BLEND BEANS 250G,25.0,"12,012.01",False,Stories Mansourieh,HOT BAR SECTION,BEANS
AMERICAN COFFEE BEANS 250G,8.0,"3,843.84",False,Stories Mansourieh,HOT BAR SECTION,BEANS
Total by Group: BEANS,75.0,"41,081.08",False,Stories Mansourieh,HOT BAR SECTION,BEANS
Total by Division: HOT BAR SECTION,23446.0,"4,898,834.84",False,Stories Mansourieh,HOT BAR SECTION,
ICED AMERICANO SMALL,335.0,"68,447.45",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED AMERICANO MEDIUM,647.0,"148,192.19",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED LATTE SMALL,1458.0,"292,468.47",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED LATTE MEDIUM,3090.0,"710,054.05",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MOCHA SMALL,233.0,"53,129.13",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MOCHA MEDIUM,545.0,"144,969.97",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED WHITE MOCHA SMALL,526.0,"88,636.64",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED WHITE MOCHA MEDIUM,1145.0,"304,825.83",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED AMERICANO LARGE,137.0,"36,933.93",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED LATTE LARGE,517.0,"139,246.25",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MOCHA LARGE,84.0,"25,351.35",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED WHITE MOCHA LARGE,437.0,"130,168.17",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN MEDIUM,381.0,"88,324.32",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN LARGE,51.0,"13,828.83",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE SMALL,704.0,"132,186.19",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE MEDIUM,1614.0,"373,405.40",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED MATCHA LATTE LARGE,615.0,"167,171.17",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
DOUBLE SHOT SHAKEN SMALL,514.0,"32,717.72",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO SMALL,334.0,"77,909.91",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO MEDIUM,769.0,"206,597.60",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CARAMEL MACCHIATO LARGE,133.0,"40,792.79",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE SMALL,16.0,"3,867.87",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE MEDIUM,35.0,"9,486.49",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC MEDIUM,126.0,"33,459.46",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC SMALL,94.0,"21,501.50",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
BLUE NADE,381.0,"101,009.01",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,4.0,984.98,False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE SMALL,74.0,"16,780.78",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE MEDIUM,127.0,"33,669.67",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED DOUBLE SHOT TOFFEE NUT LARGE,3.0,864.86,False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED TOFFEE NUT LATTE LARGE,3.0,900.90,False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED CLASSIC CHOC LARGE,19.0,"5,621.62",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
SIGNATURE ICED CHOCOLATE LARGE,14.0,"4,120.12",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SPANISH LATTE SMALL,543.0,"114,876.88",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SPANISH LATTE MEDIUM,1463.0,"424,858.86",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE SMALL,139.0,"29,993.99",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE MEDIUM,415.0,"112,318.32",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
ICED SALTED CARAMEL LATTE LARGE,89.0,"27,717.72",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
COLD BREW BOTTLE,937.0,"100,795.80",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
Total by Group: MIXED COLD BEVERAGES,18751.0,"4,318,186.19",False,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES
COFFEE FRAPPE SMALL,104.0,"18,630.63",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
COFFEE FRAPPE MEDIUM,225.0,"47,633.63",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP SMALL,514.0,"114,192.19",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP MEDIUM,1106.0,"295,279.28",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL FRAPP LARGE,242.0,"74,264.26",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
COFFEE FRAPP LARGE,30.0,"7,447.45",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP SMALL,234.0,"47,549.55",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP MEDIUM,628.0,"162,060.06",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MOCHA FRAPP LARGE,119.0,"33,258.26",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP SMALL,83.0,"14,306.31",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP MEDIUM,177.0,"37,984.99",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
ESPRESSO FRAPP LARGE,37.0,"8,984.98",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP SMALL,106.0,"21,315.32",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP MEDIUM,173.0,"42,603.60",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA CREAM FRAPP LARGE,37.0,"10,204.20",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP SMALL,45.0,"9,564.56",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP MEDIUM,175.0,"43,099.10",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA FRAPP LARGE,40.0,"11,273.27",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP SMALL,22.0,"4,246.25",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP MEDIUM,60.0,"14,663.66",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAPP MEDIUM,464.0,"123,591.59",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAPP LARGE,84.0,"22,912.91",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
WHITE MOCHA CREAM FRAPP LARGE,14.0,"3,864.86",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CHOCOLATE CREAM FRAP SMALL,293.0,"64,285.29",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM  FRAPP MEDIUM,433.0,"115,078.08",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM  FRAPP LARGE,93.0,"28,018.02",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
CARAMEL CREAM FRAPP SMALL,239.0,"49,462.46",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM  FRAPP SMALL,72.0,"15,093.09",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM FRAPP MEDIUM,229.0,"56,651.65",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
MATCHA CREAM FRAPP LARGE,60.0,"16,993.99",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP SMALL,395.0,"60,228.23",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP MEDIUM,403.0,"107,759.76",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY CREAM FRAPP LARGE,71.0,"19,678.68",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAP SMALL,51.0,"10,804.80",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAPP MEDIUM,88.0,"22,096.10",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
VANILLA FRAPP LARGE,17.0,"4,684.68",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP SMALL,6.0,"1,282.28",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP MEDIUM,10.0,"2,450.45",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
HAZELNUT FRAPP LARGE,3.0,840.84,False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP SMALL,4.0,960.96,False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP MEDIUM,19.0,"5,162.16",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT CREAM  FRAP SMALL,7.0,"1,681.68",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT CREAM  FRAP MEDIUM,8.0,"2,162.16",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
TOFFEENUT FRAP LARGE,5.0,"1,501.50",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE SMALL,53.0,"13,261.26",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE SMALL,26.0,"6,270.27",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE MEDIUM,79.0,"21,513.51",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL CREAM FRAPPE LARGE,14.0,"4,384.38",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE MEDIUM,177.0,"48,891.89",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
SALTED CARAMEL FRAPPE LARGE,39.0,"12,132.13",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
STRAWBERRY SHAKE,1.0,330.33,False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
Total by Group: BLENDED BRINKS,7614.0,"1,862,591.60",False,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS
ICED PEACH TEA  SMALL,682.0,"11,981.98",False,Stories Mansourieh,COLD BAR SECTION,ICE TEA
ICED PEACH TEA  MEDIUM,196.0,"47,087.09",False,Stories Mansourieh,COLD BAR SECTION,ICE TEA
ICED RASPBERRY TEA  MEDIUM,1.0,240.24,False,Stories Mansourieh,COLD BAR SECTION,ICE TEA
ICED PEACH TEA LARGE,55.0,"15,081.08",False,Stories Mansourieh,COLD BAR SECTION,ICE TEA
Total by Group: ICE TEA,934.0,"74,390.39",False,Stories Mansourieh,COLD BAR SECTION,ICE TEA
ADD CARAMEL SMALL,455.0,"13,615.62",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SMALL,541.0,"15,555.56",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT SMALL,105.0,"3,126.13",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL MEDIUM,1089.0,"33,030.03",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA MEDIUM,1208.0,"36,597.60",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT MEDIUM,182.0,"5,531.53",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD SHOT,2129.0,"81,225.22",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD WHIPPED CREAM,238.0,"7,207.21",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD MOCHA SMALL,8.0,150.15,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA SMALL,552.0,"4,543.54",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL DRIZZLE,288.0,"9,036.04",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CHOCOLATE DRIZZLE,80.0,"2,477.48",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL LARGE,228.0,"7,066.07",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA LARGE,567.0,"17,183.18",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD HAZELNUT LARGE,35.0,"1,072.07",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF MEDIUM,719.0,"22,048.05",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF LARGE,117.0,"3,669.67",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF SMALL,946.0,"29,159.16",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF MEDIUM,1870.0,"57,075.08",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD VANILLA SF LARGE,435.0,"13,453.45",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD CARAMEL SF SMALL,437.0,"13,465.47",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD YIRGACHEFFE SHOT,48.0,"1,501.50",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
REPLACE 1 SHOT YIRGACHEFFE,55.0,"3,303.30",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
REPLACE 2 SHOT YIRGACHEFFE,146.0,"8,780.78",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
REPLACE 3 SHOT YIRGACHEFFE,138.0,"8,288.29",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
NO WHIPPED CREAM,2.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA MEDIUM,370.0,"11,258.26",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD WHITE MOCHA LARGE,96.0,"2,960.96",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
1 SHOT DECAFE,554.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
2 SHOT DECAFE,861.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
3 SHOT DECAFE,211.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD MOCHA LARGE,14.0,453.45,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD MOCHA MEDIUM,27.0,834.83,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
STRAWBERRY DRIZZLE TOPPING,44.0,"1,321.32",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD TOFFEE NUT SMALL,4.0,120.12,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD TOFFEE NUT MEDIUM,2.0,60.06,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD MATCHA MEDIUM,3.0,162.16,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
ADD PROTEIN POWDER,4.0,360.36,False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
Total by Group: ADD SYRUP,14808.0,"415,693.72",False,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP
REPLACE ALMOND SMALL,396.0,"36,414.42",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE ALMOND MEDIUM,702.5,"85,081.08",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE COCONUT SMALL,312.5,"28,594.60",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE COCONUT MEDIUM,665.0,"64,204.21",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK SMALL,1381.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK MEDIUM,1940.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE SMALL,806.5,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE MEDIUM,1421.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT MEDIUM,254.5,"30,582.58",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT SMALL,160.0,"14,441.44",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA SMALL,38.0,"3,531.53",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA MEDIUM,64.0,"7,807.81",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND SMALL,64.0,"5,792.79",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND MEDIUM,93.0,"11,195.20",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE ALMOND LARGE,137.0,"21,171.17",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE COCONUT LARGE,201.0,"22,324.32",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE LARGE,257.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK LARGE,383.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND LARGE,18.0,"2,747.75",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT LARGE,38.0,"5,705.71",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
